TransactionID,Date,Amount,Category,Subcategory,Merchant,PaymentMethod,Location,UserID
476,2024-10-14 12:46:04.793154,605.7,Transport,Bus,"Henson, Hunt and Sanders",Credit Card,Amberville,2
477,2024-08-21 06:08:00.841530,92.07,Transport,Fuel,"Bright, Guzman and Sherman",Cash,Simpsonport,4
478,2025-05-15 11:10:21.190154,688.21,Food,Restaurants,Williams Group,Credit Card,Amandafort,3
479,2025-03-16 08:04:17.190895,924.58,Shopping,Electronics,Williams Inc,Wallet,West Rhonda,3
480,2024-10-26 05:57:52.487659,592.17,Shopping,Clothing,"Hines, Martinez and Lopez",Wallet,Michaelland,4
481,2025-01-25 17:32:47.866604,448.42,Health,Pharmacy,Mendoza LLC,Credit Card,Lake Mary,3
482,2024-09-03 02:35:46.912520,603.32,Transport,Fuel,Thompson and Sons,Credit Card,Robertport,3
483,2025-01-30 01:20:11.385963,813.3,Health,Pharmacy,Oliver-Dixon,UPI,Fuenteschester,2
484,2024-12-16 12:40:19.993954,315.87,Transport,Fuel,"Nelson, Farrell and Caldwell",Debit Card,Fieldston,3
485,2024-09-17 13:13:09.942570,922.73,Utilities,Internet,Haynes-White,Credit Card,South Angelica,3
486,2024-09-30 15:28:40.313877,455.02,Health,Pharmacy,Butler-James,Credit Card,North Whitneyside,5
487,2024-08-15 11:01:53.165113,691.54,Entertainment,Movies,Smith-Price,Credit Card,East Jennifer,3
488,2024-09-10 07:22:23.325564,858.51,Transport,Uber,"Mathis, Miller and Morales",UPI,Shaneport,1
489,2024-08-22 10:45:26.670151,719.59,Food,Restaurants,"Macdonald, Diaz and Nicholson",Cash,East Henryview,3
490,2024-06-18 01:03:43.895116,854.56,Utilities,Electricity,"Coffey, Lee and James",Cash,West Dannyshire,2
491,2024-08-07 09:37:34.344672,562.43,Utilities,Electricity,Garrett-Webb,Wallet,Meredithfort,2
492,2024-08-04 19:22:51.716983,796.01,Food,Fast Food,Ramirez-Parker,Credit Card,Lake Hayley,1
493,2024-09-20 12:14:50.023844,112.35,Food,Groceries,Meyer LLC,Credit Card,Michaelfurt,3
494,2024-06-27 07:09:14.953448,358.95,Food,Restaurants,Golden-Humphrey,Debit Card,Port Sean,2
495,2024-11-10 13:53:59.292330,788.6,Health,Pharmacy,Watts-Gillespie,Debit Card,East Julia,4
496,2024-11-05 18:44:15.632981,897.71,Utilities,Electricity,Nguyen and Sons,UPI,Chapmanfort,4
497,2024-08-14 12:41:53.018107,145.32,Health,Clinic,Roberts-Castillo,Wallet,Lake Jasontown,2
498,2024-10-02 04:34:41.698834,198.04,Shopping,Home Goods,Richmond-Macdonald,Credit Card,Lake Austinside,5
499,2024-07-27 03:16:27.003996,403.93,Transport,Fuel,Mason-Thornton,Wallet,East Allisonburgh,4
500,2025-02-16 23:01:04.619188,945.87,Utilities,Internet,"Meyer, Suarez and Velasquez",Debit Card,Ricardoville,1
501,2024-10-16 19:11:10.038354,921.73,Entertainment,Concerts,"Davidson, Davis and Rogers",UPI,Lake Becky,3
502,2025-05-19 01:51:24.125659,865.55,Health,Clinic,"Evans, Logan and Hayden",Credit Card,South Derrickville,3
503,2024-09-27 23:15:32.538952,180.97,Food,Restaurants,Rodriguez Group,Credit Card,West Judyborough,1
504,2024-12-22 10:41:32.526372,801.04,Health,Insurance,Murillo-Mitchell,Debit Card,Edwardtown,4
505,2025-04-17 23:13:55.254832,825.85,Transport,Fuel,"Obrien, Watts and Mccann",Debit Card,West James,1
506,2024-12-28 17:29:56.962045,305.15,Entertainment,Concerts,"Smith, Franklin and Lewis",Debit Card,East Matthew,5
507,2024-09-01 02:09:24.719815,527.03,Utilities,Water,Orr-Andrews,UPI,Port Marychester,5
508,2025-02-05 00:38:02.089034,914.97,Entertainment,Movies,Galvan and Sons,Cash,Reidland,5
509,2024-06-08 08:17:11.369954,593.54,Food,Groceries,"Cobb, Chambers and Simon",UPI,Brandonville,5
510,2025-01-13 09:32:40.271053,866.16,Utilities,Electricity,"Rodgers, Nguyen and Holder",UPI,South Russell,2
511,2024-12-29 21:24:54.225348,830.36,Utilities,Electricity,"Blake, Bell and Ritter",Cash,East Jacquelineburgh,3
512,2025-01-23 10:28:03.585180,595.92,Utilities,Internet,Jackson LLC,Debit Card,Lake Beckyside,4
513,2025-05-07 23:29:26.856118,806.88,Transport,Bus,Nichols LLC,Credit Card,Joelchester,4
514,2024-11-03 13:57:38.186952,370.77,Entertainment,Games,"Gonzalez, Harris and Hamilton",Cash,East Jenniferchester,3
515,2024-11-26 02:43:02.404572,215.83,Entertainment,Games,"Patton, Cooper and White",Wallet,South Bonnieshire,1
516,2025-02-01 04:46:12.692143,810.25,Health,Clinic,Russell Group,Debit Card,Marchaven,5
517,2025-02-24 09:52:01.531306,527.61,Food,Fast Food,Butler-Bishop,UPI,Whitestad,4
518,2025-05-03 05:06:11.911451,105.41,Entertainment,Games,Johnson and Sons,UPI,Karenside,1
519,2025-04-02 22:49:49.981720,784.96,Food,Fast Food,Jennings-Edwards,Cash,South Seanshire,5
520,2024-06-17 07:15:26.372220,188.01,Transport,Uber,Allen LLC,Wallet,Feliciamouth,3
521,2025-02-13 05:47:18.242410,157.75,Transport,Bus,Henderson Group,Cash,New Debraberg,1
522,2024-12-12 13:20:04.647568,862.69,Health,Clinic,Webster-Evans,Wallet,Lake William,5
523,2024-11-28 00:24:16.741115,628.6,Food,Groceries,Price-Wilson,Wallet,Isaiahchester,1
524,2025-05-17 17:19:50.604365,484.46,Transport,Uber,"Stanley, Garcia and Jimenez",Wallet,Hallview,1
525,2024-05-24 02:18:33.853904,353.5,Health,Insurance,"Beasley, Miller and Johnson",Wallet,East Kathryn,2
526,2024-12-02 18:47:34.363673,181.47,Shopping,Clothing,"Beltran, Livingston and Walls",Debit Card,South Briannahaven,1
527,2024-11-19 11:52:36.578061,290.97,Transport,Bus,"Ball, Hampton and Davis",UPI,Hartchester,3
528,2024-07-05 05:28:44.491861,377.97,Entertainment,Concerts,"Lara, Morse and Woods",Debit Card,Port Aprilland,2
529,2024-10-09 18:48:47.026151,757.13,Utilities,Water,"Davis, Boone and Mendez",Cash,South Lindamouth,1
530,2024-06-28 03:11:48.810278,293.16,Shopping,Clothing,Young-Braun,UPI,Freystad,2
531,2024-11-05 05:13:05.546437,315.64,Transport,Train,Thompson LLC,Wallet,Philipbury,2
532,2024-12-15 11:07:41.553679,510.63,Entertainment,Games,"Moore, Adams and Duncan",Debit Card,Dannytown,1
533,2025-05-11 02:08:32.194577,900.95,Shopping,Clothing,Garner Inc,Wallet,Morrowborough,3
534,2024-06-11 09:50:22.237333,689.4,Food,Restaurants,Henry LLC,Debit Card,Port Edward,5
535,2025-04-02 14:04:48.273338,962.23,Food,Restaurants,Dodson LLC,Credit Card,Sarastad,5
536,2024-10-31 01:53:26.783476,846.77,Shopping,Clothing,Harrington-Young,Credit Card,South Toddberg,4
537,2024-10-16 21:09:09.301069,376.57,Utilities,Internet,Dennis and Sons,Cash,Karenview,1
538,2025-02-19 04:11:20.088774,141.77,Entertainment,Movies,Johnson-Young,Debit Card,Port Jacob,5
539,2024-06-16 23:18:24.978749,406.58,Entertainment,Games,Lane-Cooper,Cash,Barnesland,1
540,2024-10-07 08:42:37.093052,387.21,Utilities,Internet,Rodriguez Group,Wallet,Nelsonland,2
541,2024-05-29 16:53:46.950698,176.42,Utilities,Electricity,"Oconnor, Burgess and Morris",Cash,South James,5
542,2024-08-31 08:05:39.968870,92.64,Utilities,Electricity,Atkinson Ltd,Cash,Travisborough,1
543,2024-06-16 12:10:27.682079,133.31,Health,Pharmacy,Carlson-Nicholson,Credit Card,West Edward,1
544,2024-12-01 17:18:12.668972,822.34,Transport,Uber,Hines Inc,Debit Card,Heatherville,5
545,2025-02-09 09:05:28.567955,470.77,Shopping,Clothing,"Robinson, Palmer and Atkins",Wallet,Barbermouth,4
546,2024-07-10 10:20:24.019513,803.44,Shopping,Electronics,Jacobs-Sampson,Debit Card,Robinsonfort,4
547,2025-02-13 19:44:26.442977,834.42,Health,Clinic,Martin-Todd,Wallet,Port Lisafort,1
548,2024-09-01 15:18:15.384581,543.72,Shopping,Electronics,"Ewing, Salas and Burgess",UPI,Kennethstad,5
549,2024-12-29 19:28:55.368644,871.66,Food,Restaurants,Baldwin Ltd,Cash,Nelsonchester,4
550,2025-02-06 13:22:00.686605,904.35,Food,Groceries,"Boone, Johnson and Holland",Credit Card,Rosalesfort,4
551,2024-07-24 16:46:19.631302,795.81,Transport,Fuel,"Brown, Middleton and Long",Credit Card,North Andreaborough,2
552,2024-12-14 23:17:06.431926,667.14,Shopping,Home Goods,"Tucker, Jackson and Williams",Credit Card,New Christinaport,1
553,2024-10-11 04:20:26.442251,247.57,Health,Pharmacy,Myers-Lambert,Credit Card,North Ashlee,5
554,2024-09-21 00:17:24.952612,950.21,Transport,Uber,"Schwartz, Weber and Rose",Credit Card,Port Heatherbury,4
555,2025-01-13 20:36:23.565785,57.3,Utilities,Electricity,Decker Group,Cash,Lake Jason,1
556,2024-09-26 04:46:34.093667,845.32,Utilities,Internet,Rodriguez-Collins,UPI,Romeroberg,3
557,2024-06-27 06:20:09.288838,634.97,Health,Insurance,Davis-Thomas,Wallet,Christopherburgh,2
558,2024-06-16 15:30:26.476925,536.35,Utilities,Electricity,Miller LLC,Debit Card,Robertland,1
559,2025-01-05 12:56:30.537462,800.21,Food,Groceries,Sharp and Sons,UPI,Bowmanmouth,5
560,2024-12-09 10:49:48.550938,902.41,Entertainment,Concerts,Vargas Ltd,Credit Card,Jacquelineview,5
561,2024-09-02 07:30:03.671296,644.47,Shopping,Home Goods,Johnson PLC,Cash,North Robertville,3
562,2025-03-20 22:54:32.944103,238.3,Health,Insurance,Jones-Rodriguez,Wallet,Melissaborough,1
563,2024-05-21 08:44:39.188540,648.03,Health,Insurance,Hughes-Burns,Wallet,Erinton,3
564,2025-04-28 10:26:59.477421,370.38,Utilities,Water,Harper-Moore,Cash,New Crystal,5
565,2024-06-14 13:01:42.579644,758.78,Transport,Uber,"Lane, Fleming and Nichols",Credit Card,Wrighthaven,3
566,2024-10-19 04:18:36.191998,157.34,Entertainment,Concerts,Williams-Soto,Debit Card,Cruzborough,2
567,2024-10-06 12:58:56.734119,660.26,Food,Groceries,"Brown, Gibson and Collins",Wallet,North Michellehaven,4
568,2025-03-02 11:02:16.493625,8.04,Shopping,Home Goods,Bauer Ltd,Wallet,Katieton,2
569,2024-12-29 20:53:41.895537,224.3,Health,Pharmacy,"Harris, White and Rogers",Cash,Lindseyburgh,1
570,2025-05-02 00:24:07.373025,395.01,Food,Restaurants,Phillips-Greer,Credit Card,Pittmanmouth,5
571,2024-12-29 12:14:47.091153,944.94,Health,Clinic,Calhoun LLC,Debit Card,Morenobury,2
572,2024-08-05 19:54:02.639976,900.76,Food,Groceries,Holmes and Sons,Cash,West Billy,3
573,2025-03-01 02:02:11.197798,351.09,Health,Clinic,Cole and Sons,Debit Card,Lake Lindaborough,2
574,2025-02-02 14:09:17.398109,726.06,Health,Insurance,Cortez Ltd,UPI,Reneefort,4
575,2024-09-30 11:29:46.135628,544.07,Entertainment,Concerts,"Moreno, Doyle and Kim",Wallet,West Chad,1
576,2024-07-24 19:16:25.686650,142.15,Utilities,Electricity,Armstrong-Sanchez,UPI,West Michaelchester,3
577,2025-01-15 22:39:33.116208,115.45,Shopping,Electronics,"Fletcher, Hanson and Green",Wallet,Sharonville,3
578,2024-12-14 18:15:47.078712,131.93,Food,Groceries,Lozano-Burke,Wallet,Brandymouth,3
579,2024-06-30 12:41:37.603639,587.6,Transport,Bus,Choi-Bridges,Credit Card,Scottland,1
580,2025-04-19 11:28:21.772591,158.46,Shopping,Home Goods,"Washington, Porter and Jackson",Wallet,North Kellyburgh,4
581,2024-10-01 06:51:22.574805,749.63,Shopping,Home Goods,Cook Group,Wallet,New Kristen,3
582,2024-06-05 17:35:55.657912,786.3,Food,Groceries,"Johnson, Diaz and Le",Credit Card,Schultzton,3
583,2024-09-13 08:27:15.756379,163.95,Transport,Uber,"Graham, Watson and Bowers",UPI,Lake Victoriaberg,3
584,2024-12-11 04:07:49.693438,346.02,Food,Groceries,Taylor LLC,Wallet,East Veronica,5
585,2024-09-15 21:07:28.350501,610.8,Food,Fast Food,Rowe Ltd,Cash,Francisshire,4
586,2024-07-06 09:31:05.934430,854.6,Utilities,Internet,Roth Inc,Credit Card,South Amanda,4
587,2024-11-16 05:33:21.125145,984.55,Shopping,Clothing,"Hernandez, Edwards and Williams",Wallet,Courtneyborough,1
588,2025-03-10 07:52:02.067324,562.33,Shopping,Electronics,Hernandez Ltd,Cash,Jonesport,3
589,2025-02-15 04:14:37.665279,710.69,Utilities,Water,"Hayes, Newman and Miller",Wallet,Gambleton,5
590,2025-01-29 08:00:31.899724,558.52,Utilities,Internet,Elliott LLC,UPI,Danielstad,2
591,2024-08-19 22:45:02.934222,768.78,Entertainment,Movies,Sanchez-Logan,Credit Card,Greentown,2
592,2024-12-05 16:55:57.180841,44.12,Entertainment,Games,Mann-Johnson,Credit Card,Mooreberg,5
593,2024-07-23 20:09:00.127048,414.2,Shopping,Home Goods,"Raymond, Davis and Nguyen",Cash,East Misty,1
594,2024-05-27 09:32:07.185009,297.36,Health,Clinic,"Hunter, Gregory and Lewis",Wallet,Briggsfurt,4
595,2024-06-19 11:47:13.384380,672.14,Shopping,Clothing,"Frazier, Gill and Lopez",Wallet,North Sandra,5
596,2024-08-09 08:32:25.370220,759.92,Entertainment,Concerts,"Lee, Williams and Bonilla",Cash,Juanhaven,3
597,2024-05-23 08:25:30.039932,38.77,Transport,Uber,Arellano-Vargas,Cash,Phillipburgh,4
598,2025-01-21 03:23:42.824323,395.32,Utilities,Water,Trevino and Sons,Debit Card,Lawrencefort,5
599,2024-07-06 14:23:29.166031,730.79,Utilities,Water,Graham-Moore,UPI,Martinland,3
600,2024-08-05 20:49:37.341184,646.37,Shopping,Home Goods,Hernandez Group,Wallet,Jackhaven,5
601,2024-10-06 19:26:12.158098,820.48,Utilities,Internet,Johnson Inc,Wallet,Lesterfurt,4
602,2025-02-23 11:59:07.976663,697.94,Transport,Uber,Hudson Inc,Debit Card,Michaelshire,5
603,2025-03-23 21:15:08.196788,269.21,Transport,Train,Walls-Cisneros,Wallet,Port Alexanderland,5
604,2025-01-03 13:32:11.291134,782.81,Entertainment,Concerts,Martinez and Sons,Cash,East Markchester,3
605,2024-08-22 20:44:18.044685,377.92,Health,Insurance,Sanchez-Murray,Debit Card,Port Amanda,5
606,2024-10-08 16:49:58.801519,205.09,Transport,Train,"Collins, Pruitt and Burke",Credit Card,Dylanland,1
607,2025-03-15 22:11:41.842485,750.48,Shopping,Home Goods,Hammond-Blevins,Wallet,South Joan,5
608,2025-04-30 22:23:07.101933,725.1,Entertainment,Games,Yu Group,Debit Card,Fishertown,2
609,2025-04-27 05:19:49.329763,693.29,Entertainment,Games,Kaiser-Small,Debit Card,Allenberg,5
610,2025-03-24 11:53:18.566421,683.66,Transport,Uber,Johnson and Sons,Wallet,South Stephen,3
611,2024-05-21 01:18:57.579196,375.81,Food,Restaurants,Murphy and Sons,Cash,Aliciahaven,5
612,2024-11-15 19:13:22.951426,838.4,Food,Fast Food,Maldonado-Knight,Debit Card,New Renee,3
613,2024-11-15 07:37:40.607298,632.03,Entertainment,Games,Garcia Group,Debit Card,Adamsbury,2
614,2025-03-19 04:56:43.432627,664.88,Health,Insurance,"Hickman, Ortega and Thompson",Wallet,South Sandraton,2
615,2024-10-08 08:09:37.071207,658.27,Shopping,Home Goods,Barnett-Lopez,Wallet,North Troy,3
616,2025-04-12 16:45:03.728059,932.4,Shopping,Clothing,"Myers, Caldwell and Jenkins",UPI,Port Kevin,3
617,2025-04-18 22:29:25.405948,466.21,Transport,Uber,Fry-Anderson,Credit Card,Ballardton,1
618,2024-08-15 05:52:55.011347,160.06,Transport,Uber,Williams LLC,Cash,New Ian,4
619,2025-04-20 07:25:03.375624,137.11,Health,Clinic,"Young, Johnson and Rodriguez",Credit Card,West Tylerborough,1
620,2024-08-09 07:27:12.247568,240.09,Entertainment,Movies,Nguyen-Johnson,Debit Card,South Lisachester,4
621,2025-04-28 07:16:47.518464,267.68,Utilities,Electricity,Wagner-Watts,Credit Card,Port Thomas,4
622,2024-06-28 16:34:23.291568,921.56,Shopping,Clothing,Johnson-Morris,Cash,Deniseport,5
623,2025-02-05 19:23:14.358953,866.98,Transport,Train,Norton-Johnston,Debit Card,Jaredton,1
624,2024-10-05 05:03:45.229580,208.45,Utilities,Electricity,Terrell-Hicks,Cash,North Karenhaven,4
625,2024-06-24 12:25:23.269103,527.82,Utilities,Water,Henderson-Shelton,Wallet,Hodgeschester,3
626,2024-08-04 08:58:17.340770,82.53,Food,Restaurants,Wiley-Conley,Credit Card,Grayville,1
627,2024-11-24 00:52:53.050393,202.4,Entertainment,Concerts,Bridges Inc,Credit Card,Robertview,4
628,2024-08-23 16:08:49.365310,804.71,Food,Restaurants,Jones-Lewis,Debit Card,New Leah,5
629,2024-07-02 17:10:51.177337,723.7,Utilities,Internet,Smith-Vaughn,Wallet,East Melaniestad,1
630,2024-09-23 07:44:20.128895,366.99,Transport,Uber,Johnson-Bell,Wallet,Jessicaport,5
631,2025-02-07 05:53:51.318106,253.93,Utilities,Electricity,Lynn Group,UPI,Port Nicholas,5
632,2025-04-01 05:34:03.872451,788.69,Food,Groceries,"Day, Flores and Serrano",Debit Card,West Kimberly,1
633,2024-10-26 18:03:11.743901,822.51,Food,Fast Food,"Moore, Greene and Smith",Cash,North Tanyaview,1
634,2024-10-14 22:23:24.379829,495.67,Food,Fast Food,Johnson Ltd,UPI,Lake Matthew,5
635,2025-05-09 00:38:38.658467,621.55,Shopping,Electronics,"Watson, Ward and Ball",UPI,Alexanderborough,1
636,2024-09-22 05:54:04.841886,759.84,Health,Pharmacy,"Rodriguez, Hernandez and Michael",Cash,Christophermouth,4
637,2024-08-14 02:13:43.372999,815.38,Food,Groceries,Sharp-Thompson,Debit Card,New Nathan,3
638,2024-10-06 23:19:29.232706,622.6,Food,Restaurants,Daniels-Austin,Debit Card,Fordmouth,3
639,2025-02-03 18:46:09.816787,323.87,Shopping,Electronics,"Henderson, Barnett and Tran",Cash,South Gregoryburgh,2
640,2024-11-11 15:52:38.485071,839.43,Utilities,Internet,Leblanc LLC,UPI,Jackchester,2
641,2024-05-25 01:20:23.876261,71.99,Entertainment,Games,Brown and Sons,Wallet,Ballardland,3
642,2025-01-13 04:37:26.594345,438.74,Shopping,Electronics,Shelton-King,Wallet,Lake Carl,4
643,2025-01-04 18:53:07.108852,421.71,Food,Restaurants,Mitchell Group,Credit Card,West Jayland,1
644,2025-05-07 11:03:57.833170,656.05,Entertainment,Movies,Hughes Inc,Credit Card,Newtonview,2
645,2024-10-21 08:57:11.900784,171.17,Transport,Fuel,Murphy Inc,Credit Card,West Zacharyburgh,4
646,2024-11-02 20:11:07.233158,768.85,Entertainment,Concerts,Skinner Inc,Credit Card,Richardhaven,5
647,2025-03-28 13:56:01.266550,568.4,Shopping,Home Goods,Pham Ltd,Debit Card,Lake Kyleville,2
648,2024-06-01 14:51:56.890456,287.83,Food,Groceries,Miller-Gibson,Debit Card,East Connorfurt,1
649,2024-05-25 17:03:25.419947,991.11,Entertainment,Movies,"Hunt, Rice and Howard",Cash,Mendezfurt,3
650,2024-08-11 15:45:23.243230,240.65,Utilities,Water,Garcia-Hammond,Credit Card,Lake Patricia,2
651,2024-06-09 10:43:17.842570,87.11,Transport,Fuel,Santos Ltd,Wallet,Markstad,2
652,2025-03-23 09:20:14.332562,486.55,Shopping,Clothing,Rich-Thompson,Cash,Julieside,3
653,2025-05-12 19:05:26.512378,235.35,Health,Insurance,Hansen-Walsh,Credit Card,New Michaelport,5
654,2025-02-13 23:47:16.740571,826.78,Shopping,Clothing,"Leonard, Bryant and Howard",Cash,Fischerton,3
655,2024-06-25 10:19:13.886101,947.7,Entertainment,Concerts,"Thomas, Gutierrez and Harper",Wallet,Holderstad,5
656,2024-05-26 11:09:02.867264,829.34,Entertainment,Movies,"Gallegos, Jensen and Gill",UPI,Jacobview,4
657,2025-04-28 11:40:34.233662,457.32,Food,Groceries,"Woods, Vega and Hughes",UPI,Port Troy,2
658,2025-04-09 22:05:10.378839,671.18,Transport,Fuel,Smith Ltd,Debit Card,Derekfort,3
659,2024-10-09 16:46:10.087856,149.64,Health,Insurance,"Davis, Mcdaniel and Howe",UPI,Martinezport,1
660,2024-08-14 00:22:18.594080,372.62,Utilities,Electricity,"Edwards, Miller and Johnson",UPI,Josephburgh,2
661,2024-12-23 11:19:18.805789,133.76,Entertainment,Movies,Ramsey-Humphrey,Credit Card,Lake Paul,5
662,2025-02-09 07:48:29.265436,155.76,Entertainment,Games,Adams Group,Debit Card,Whiteberg,2
663,2024-11-17 14:22:39.231341,715.08,Utilities,Water,Bennett Group,UPI,South Justinmouth,1
664,2025-01-21 19:07:12.675299,567.87,Food,Groceries,Bell-Hamilton,UPI,North Katrina,4
665,2024-09-01 14:17:46.721802,141.89,Transport,Train,Soto-Burgess,UPI,South Nathaniel,4
666,2024-08-20 19:36:25.241147,673.49,Food,Groceries,"Lopez, Bush and Young",UPI,Lisachester,1
667,2024-11-14 10:54:48.516450,470.41,Health,Clinic,Wade-Hardy,Credit Card,South Maryside,2
668,2024-11-15 09:03:26.841630,415.58,Utilities,Water,Davis-Williams,Wallet,East Mark,1
669,2025-01-10 12:21:47.644505,991.86,Food,Groceries,"Daniels, Stevens and Whitaker",Credit Card,New Heatherchester,2
670,2025-05-03 09:47:20.281699,457.77,Transport,Uber,Gonzalez and Sons,Credit Card,Myersland,4
671,2025-01-02 22:49:45.941735,838.04,Entertainment,Movies,Walls Group,Debit Card,West Heatherburgh,4
672,2024-12-28 03:52:27.655983,678.66,Food,Restaurants,"Marsh, Wilson and Hebert",Wallet,Justinside,5
673,2024-11-27 21:13:12.094064,78.11,Food,Groceries,Bright PLC,UPI,Andersonmouth,1
674,2024-10-13 21:28:29.576550,200.27,Utilities,Electricity,"Ramirez, Roman and Robinson",Cash,Norrisside,1
675,2024-12-30 19:20:28.225347,143.22,Entertainment,Games,Armstrong PLC,Cash,New Cheryl,4
676,2025-01-26 19:58:38.292550,242.48,Food,Fast Food,"Koch, Howard and Coleman",UPI,New Sabrinaton,2
677,2024-08-01 21:07:28.125827,824.94,Shopping,Electronics,"Escobar, Wu and Santiago",UPI,East Laura,4
678,2024-09-19 12:06:10.967222,291.53,Transport,Uber,Parker Group,Credit Card,Kingmouth,3
679,2024-12-28 21:54:11.403730,392.38,Shopping,Clothing,Landry LLC,Debit Card,Robertfort,5
680,2025-03-16 23:56:17.966806,207.23,Shopping,Clothing,"Payne, Gross and Lopez",Debit Card,Thomasberg,4
681,2024-07-28 18:27:30.165685,354.82,Transport,Fuel,"Martinez, Rivera and Davis",Credit Card,West Clintonborough,1
682,2024-11-03 08:56:19.029340,349.37,Entertainment,Concerts,Howard-Manning,Wallet,Josephland,5
683,2024-05-22 04:44:06.483228,315.28,Shopping,Clothing,"White, Summers and Miller",Wallet,Marissaburgh,3
684,2024-11-13 23:00:46.067524,62.08,Health,Insurance,Dominguez-Myers,Cash,Garrisonshire,2
685,2025-01-17 09:18:13.443835,57.41,Entertainment,Games,"Rice, Bradley and Schroeder",Credit Card,West Lancetown,4
686,2025-01-31 09:53:13.119705,754.81,Food,Groceries,"Atkinson, Gill and Caldwell",Wallet,North Patrickfurt,1
687,2024-07-28 19:38:06.827639,417.03,Shopping,Clothing,"Young, Stewart and Duncan",UPI,North James,4
688,2025-05-05 13:36:41.752831,521.86,Entertainment,Games,Dunlap-Hill,Wallet,Thomasport,2
689,2025-03-23 18:58:29.287089,995.76,Food,Groceries,"Johnson, Turner and Warren",Wallet,East Gabriel,4
690,2025-04-18 15:28:29.850625,803.55,Health,Clinic,"Fritz, Ramirez and Brewer",Cash,East Jeffreyburgh,4
691,2025-03-08 04:38:01.764908,656.77,Health,Insurance,Schneider Inc,Cash,East Williebury,2
692,2024-06-05 05:45:58.145934,648.73,Utilities,Electricity,Barajas-White,UPI,West Williamview,3
693,2024-08-26 06:11:55.133262,491.86,Entertainment,Movies,Perez-Jenkins,Debit Card,Port David,1
694,2025-03-14 19:48:10.683629,374.25,Transport,Bus,Bowers-Smith,Credit Card,Alectown,2
695,2024-09-14 15:05:18.018043,182.67,Food,Restaurants,Thompson PLC,Credit Card,East Hannahview,1
696,2024-10-20 18:27:10.857693,39.01,Shopping,Home Goods,Guzman-Davis,UPI,West Karenmouth,3
697,2024-10-14 21:46:24.052583,313.01,Entertainment,Concerts,"Woodward, Robinson and Oneill",Credit Card,New Michael,5
698,2024-07-15 05:41:50.419947,693.28,Food,Restaurants,Neal Inc,Credit Card,Melaniehaven,3
699,2025-03-09 16:53:13.057214,583.88,Entertainment,Concerts,Davis-Sims,Debit Card,Kathleenbury,1
700,2024-07-23 15:55:09.498052,424.51,Health,Clinic,Klein Ltd,Cash,Port Bryanville,4
701,2025-04-24 15:05:41.015396,434.1,Utilities,Electricity,Frank-Jackson,UPI,East Jasminefort,4
702,2024-10-29 21:10:45.828007,954.25,Health,Insurance,Eaton-Jones,Debit Card,Andersonland,4
703,2025-04-08 07:17:27.105071,318.09,Utilities,Water,Rogers Group,Wallet,Cookshire,4
704,2024-12-28 16:19:46.902293,885.19,Food,Restaurants,Turner Inc,Cash,West Jonathanport,4
705,2025-05-19 23:52:20.244249,325.56,Transport,Uber,"Williams, Brown and Peterson",Wallet,Silvaside,4
706,2025-01-29 00:28:34.717913,135.59,Transport,Fuel,Myers-Krueger,Credit Card,Annton,3
707,2024-06-30 01:40:43.880424,640.34,Shopping,Clothing,Bates LLC,UPI,South Maryberg,2
708,2025-02-23 10:14:57.304693,532.42,Health,Insurance,"Poole, Phillips and Kelly",Debit Card,East Richardmouth,1
709,2024-06-01 23:40:18.907025,633.27,Entertainment,Concerts,Salazar Group,Debit Card,Port Amanda,2
710,2024-06-22 07:54:04.945056,174.02,Entertainment,Games,Cook-Gray,Cash,Lake Amanda,3
711,2025-04-27 06:43:50.903808,719.32,Health,Pharmacy,Gilmore-Cooper,Credit Card,Maryville,5
712,2024-10-10 20:47:01.883409,702.91,Transport,Uber,"Harris, Patterson and Foster",Debit Card,Robertstad,2
713,2025-04-10 17:52:35.388233,422.48,Health,Insurance,"White, Carrillo and Johns",Wallet,North Matthew,2
714,2025-04-08 12:10:55.956309,336.05,Entertainment,Concerts,Jordan-Flowers,Debit Card,Lake Lisa,4
715,2025-01-28 03:34:15.236683,212.71,Health,Insurance,Howard LLC,Wallet,Lake Michealstad,2
716,2024-10-17 16:35:54.702596,795.47,Utilities,Internet,Price and Sons,Wallet,North Kyle,3
717,2024-06-26 07:06:33.086143,198.55,Shopping,Clothing,"Smith, Brown and Johnson",UPI,Rachelport,2
718,2025-02-21 23:08:17.573053,78.64,Food,Restaurants,Bailey-Garner,Debit Card,West Jasonburgh,2
719,2024-08-28 00:02:06.433803,460.97,Food,Restaurants,Williams LLC,Credit Card,Ashleyfort,3
720,2024-09-12 04:33:22.709158,170.32,Utilities,Electricity,Bush and Sons,Cash,West Bryanhaven,5
721,2025-03-07 18:10:06.806547,372.83,Entertainment,Games,Fernandez and Sons,UPI,Scottside,3
722,2024-11-16 22:34:08.508981,987.13,Entertainment,Games,Hanson Group,UPI,Michaelland,1
723,2025-03-24 16:23:10.306977,656.42,Health,Clinic,Jordan Group,Cash,Maureenburgh,1
724,2024-06-05 22:43:34.243586,999.38,Shopping,Home Goods,"Fitzgerald, Ross and Patton",UPI,Jenkinshaven,4
725,2024-12-25 16:54:52.229891,666.72,Food,Restaurants,"Henderson, Richardson and Andersen",UPI,Kristenberg,2
